P1	1000_PA3824_Ctrl_56	415
P1	100_PA1582_Ctrl_35	83
P1	101_PA3928_Ctrl_42	806
P1	102_PA1956_Ctrl_57	2182
P1	103_PA5373_Ctrl_6	411
P1	105_PA0282_Ctrl_18	500
P1	106_PA3180_Ctrl_88	525
P1	107_PA1884_Ctrl_63	77
P1	108_PA4220_Ctrl_5	90
P1	109_PA3410_Ctrl_87	590
P1	10_PA5565_Ctrl_10	451
P1	110_PA0004_Ctrl_62	883
P1	111_PA2356_Ctrl_19	78
P1	112_PA3734_Ctrl_55	778
P1	113_PA1811_Ctrl_84	362
P1	114_PA4961_Ctrl_86	93
P1	115_PA2212_Ctrl_53	255
P1	116_PA0572_Ctrl_7	313
P1	117_PA0014_Ctrl_25	237
P1	118_PA0712_Ctrl_39	795
P1	119_PA1949_Ctrl_142	210
P1	11_PA4323_Ctrl_72	171
P1	120_PA5032_Ctrl_9	507
P1	121_PA1727_Ctrl_66	219
P1	122_PA4265_Ctrl_1179	627
P1	123_PA5062_Ctrl_48	40
P1	124_PA0197_Ctrl_66	31
P1	125_PA2846_Ctrl_59	330
P1	126_PA4282_Ctrl_92	1656
P1	127_PA0767_Ctrl_2	181
P1	128_PA2799_Ctrl_48	666
P1	129_PA5227.1_Ctrl_68	781
P1	12_PA4255_Ctrl_61	766
P1	130_PA2389_Ctrl_116	238
P1	131_PA4502_Ctrl_65	293
P1	132_PA4822_Ctrl_12	297
P1	133_PA3328_Ctrl_59	5
P1	134_PA5283_Ctrl_78	331
P1	135_PA1285_Ctrl_38	19
P1	136_PA0731_Ctrl_5	343
P1	137_PA0324_Ctrl_118	730
P1	138_PA5155_Ctrl_24	776
P1	139_PA5536_Ctrl_152	459
P1	13_PA1022_Ctrl_87	196
P1	140_PA0857_Ctrl_104	1184
P1	141_PA1657_Ctrl_2	382
P1	142_PA5083_Ctrl_8	76
P1	143_PA4432_Ctrl_165	43
P1	144_PA1671_Ctrl_37	360
P1	145_PA4735_Ctrl_36	603
P1	146_PA2535_Ctrl_11	283
P1	147_PA5309_Ctrl_62	114
P1	148_PA1541_Ctrl_124	353
P1	149_PA5287_Ctrl_53	298
P1	14_PA1384_Ctrl_69	935
P1	150_PA2377_Ctrl_24	70
P1	151_PA3381_Ctrl_7	274
P1	152_PA0047_Ctrl_38	44
P1	153_PA5437_Ctrl_59	572
P1	154_PA4406.1_Ctrl_24	263
P1	155_PA5256_Ctrl_79	725
P1	156_PA1764_Ctrl_93	73
P1	157_PA1586_Ctrl_47	145
P1	158_PA2107_Ctrl_57	179
P1	159_PA1921_Ctrl_100	421
P1	15_PA0605_Ctrl_32	211
P1	160_PA2969_Ctrl_48	240
P1	161_PA1179_Ctrl_156	40
P1	162_PA0993_Ctrl_13	254
P1	163_PA0463_Ctrl_2	258
P1	164_PA5217_Ctrl_63	980
P1	165_PA2979_Ctrl_56	109
P1	166_PA3220_Ctrl_51	594
P1	167_PA0994_Ctrl_41	121
P1	168_PA0284_Ctrl_42	652
P1	169_PA5105_Ctrl_56	126
P1	16_PA3818_Ctrl_68	174
P1	170_PA1505_Ctrl_57	157
P1	171_PA1875_Ctrl_138	659
P1	172_PA2799_Ctrl_1	927
P1	173_PA5003_Ctrl_103	64
P1	174_PA3156_Ctrl_178	164
P1	175_PA5392_Ctrl_5	443
P1	176_PA2557_Ctrl_11	21
P1	177_PA2736.1_Ctrl_71	75
P1	179_PA1730_Ctrl_51	269
P1	17_PA0253_Ctrl_99	765
P1	180_PA4491_Ctrl_72	735
P1	181_PA2173_Ctrl_32	961
P1	182_PA0060_Ctrl_11	296
P1	183_PA2333_Ctrl_11	516
P1	184_PA1697_Ctrl_5	353
P1	185_PA3189_Ctrl_86	244
P1	186_PA4649_Ctrl_9	4341
P1	187_PA3096_Ctrl_187	179
P1	188_PA3349_Ctrl_76	418
P1	189_PA0781_Ctrl_27	276
P1	18_PA2115_Ctrl_86	332
P1	190_PA5342_Ctrl_9	537
P1	191_PA0801_Ctrl_26	1136
P1	192_PA3430_Ctrl_132	1123
P1	193_PA3902_Ctrl_15	332
P1	194_PA4703_Ctrl_44	327
P1	195_PA3406_Ctrl_192	378
P1	196_PA4330_Ctrl_52	3852
P1	197_PA1146_Ctrl_100	69
P1	198_PA0887_Ctrl_24	54
P1	199_PA3057_Ctrl_21	507
P1	19_PA1695_Ctrl_103	50
P1	1_PA5106_Ctrl_60	391
P1	200_PA5125_Ctrl_113	243
P1	201_PA3758_Ctrl_103	67
P1	202_PA5074_Ctrl_19	260
P1	203_PA0140_Ctrl_57	335
P1	204_PA0929_Ctrl_55	269
P1	205_PA2747a_Ctrl_6	495
P1	206_PA3136_Ctrl_60	241
P1	207_PA2345_Ctrl_85	403
P1	208_PA3203_Ctrl_42	756
P1	209_PA2168_Ctrl_27	112
P1	20_PA3948_Ctrl_50	497
P1	210_PA3572_Ctrl_66	636
P1	211_PA2815_Ctrl_48	158
P1	212_PA3456_Ctrl_2	348
P1	213_PA1773_Ctrl_36	301
P1	214_PA3020_Ctrl_69	113
P1	215_PA2829_Ctrl_73	1387
P1	216_PA0475_Ctrl_7	147
P1	217_PA4326_Ctrl_99	582
P1	218_PA1507_Ctrl_28	17
P1	219_PA1170_Ctrl_39	293
P1	21_PA1882_Ctrl_94	146
P1	220_PA3350_Ctrl_42	26
P1	221_PA3845_Ctrl_53	1482
P1	223_PA0191_Ctrl_34	33
P1	224_PA1754_Ctrl_94	383
P1	225_PA3940_Ctrl_41	195
P1	226_PA1708_Ctrl_37	7
P1	227_PA2977_Ctrl_70	341
P1	228_PA2110_Ctrl_16	20
P1	229_PA2588_Ctrl_24	62
P1	22_PA2786_Ctrl_14	286
P1	230_PA4982_Ctrl_34	964
P1	231_PA2192_Ctrl_41	524
P1	232_PA1074_Ctrl_48	57
P1	233_PA0938_Ctrl_107	39
P1	234_PA4044_Ctrl_28	302
P1	235_PA5187_Ctrl_237	681
P1	236_PA5547_Ctrl_50	1174
P1	237_PA0102_Ctrl_90	756
P1	238_PA3335_Ctrl_73	537
P1	239_PA3231_Ctrl_95	2
P1	23_PA0001_Ctrl_42	304
P1	240_PA4056_Ctrl_30	372
P1	241_PA5481_Ctrl_19	352
P1	242_PA5347_Ctrl_45	179
P1	243_PA2033_Ctrl_104	1231
P1	244_PA4196_Ctrl_11	185
P1	245_PA4733_Ctrl_45	663
P1	246_PA4364_Ctrl_29	608
P1	247_PA2370_Ctrl_61	431
P1	248_PA1636_Ctrl_63	5
P1	249_PA2905_Ctrl_63	82
P1	24_PA4037_Ctrl_38	668
P1	250_PA1704_Ctrl_11	665
P1	251_PA4711_Ctrl_81	2
P1	252_PA0259_Ctrl_79	238
P1	253_PA4696_Ctrl_76	1047
P1	254_PA0466_Ctrl_66	469
P1	255_PA3065_Ctrl_34	85
P1	256_PA3563_Ctrl_122	639
P1	257_PA1012_Ctrl_33	400
P1	258_PA3176_Ctrl_90	581
P1	259_PA3463_Ctrl_98	517
P1	25_PA2253_Ctrl_9	268
P1	260_PA0143_Ctrl_42	359
P1	261_PA2350_Ctrl_61	1090
P1	262_PA4182_Ctrl_32	106
P1	263_PA4394_Ctrl_127	32
P1	264_PA0724_Ctrl_103	574
P1	265_PA1651_Ctrl_6	174
P1	266_PA4586_Ctrl_2	651
P1	267_PA5002_Ctrl_127	317
P1	268_PA2520_Ctrl_153	292
P1	269_PA5264_Ctrl_195	104
P1	26_PA4629_Ctrl_62	1112
P1	270_PA5386_Ctrl_6	190
P1	271_PA1305_Ctrl_86	188
P1	272_PA4758.1_Ctrl_106	590
P1	273_PA3561_Ctrl_13	107
P1	274_PA3767_Ctrl_86	522
P1	275_PA0739_Ctrl_112	788
P1	276_PA4184_Ctrl_117	159
P1	277_PA1297_Ctrl_69	350
P1	278_PA4720_Ctrl_9	538
P1	279_PA3396_Ctrl_22	156
P1	27_PA2011_Ctrl_94	498
P1	280_PA2215_Ctrl_80	724
P1	281_PA1220_Ctrl_100	99
P1	282_PA0971_Ctrl_89	305
P1	283_PA1865_Ctrl_18	217
P1	284_PA0250_Ctrl_54	154
P1	285_PA1770_Ctrl_78	3216
P1	286_PA1188_Ctrl_83	140
P1	287_PA0634_Ctrl_192	60
P1	288_PA5556_Ctrl_93	50
P1	289_PA5226_Ctrl_76	83
P1	28_PA1980_Ctrl_98	582
P1	290_PA2572_Ctrl_73	159
P1	291_PA3303_Ctrl_82	33
P1	292_PA3026_Ctrl_104	11
P1	293_PA5455_Ctrl_87	130
P1	294_PA3426_Ctrl_83	1240
P1	295_PA1338_Ctrl_66	163
P1	296_PA2958.1_Ctrl_10	29
P1	297_PA0876_Ctrl_72	100
P1	298_PA0166_Ctrl_45	1670
P1	299_PA5126_Ctrl_64	581
P1	29_PA3889_Ctrl_41	612
P1	2_PA5078_Ctrl_90	156
P1	300_PA2900_Ctrl_115	334
P1	301_PA1327_Ctrl_2	168
P1	302_PA0886_Ctrl_36	948
P1	303_PA4812_Ctrl_81	60
P1	305_PA1900_Ctrl_237	127
P1	306_PA1357_Ctrl_80	80
P1	307_PA4629_Ctrl_21	1288
P1	308_PA2596_Ctrl_69	163
P1	309_PA0601_Ctrl_104	233
P1	30_PA4114_Ctrl_42	463
P1	310_PA0680_Ctrl_6	78
P1	311_PA2758_Ctrl_2	293
P1	312_PA5308_Ctrl_150	223
P1	313_PA5135_Ctrl_132	435
P1	314_PA2906_Ctrl_31	255
P1	315_PA2706_Ctrl_91	518
P1	316_PA4277.1_Ctrl_61	407
P1	317_PA1692_Ctrl_12	62
P1	318_PA2267_Ctrl_85	172
P1	319_PA4954_Ctrl_81	606
P1	31_PA1668_Ctrl_24	695
P1	320_PA1358_Ctrl_20	476
P1	321_PA3742_Ctrl_55	104
P1	322_PA1230_Ctrl_49	272
P1	323_PA1725_Ctrl_47	659
P1	324_PA5042_Ctrl_58	802
P1	325_PA1526_Ctrl_48	488
P1	326_PA0294_Ctrl_109	326
P1	327_PA4893_Ctrl_1	309
P1	328_PA3823_Ctrl_24	169
P1	329_PA2095_Ctrl_10	156
P1	32_PA0559_Ctrl_33	572
P1	330_PA0610_Ctrl_29	323
P1	331_PA2604_Ctrl_32	121
P1	332_PA5256_Ctrl_31	523
P1	333_PA2012_Ctrl_8	434
P1	334_PA4485_Ctrl_23	538
P1	335_PA2188_Ctrl_9	583
P1	336_PA2408_Ctrl_69	1249
P1	337_PA5276_Ctrl_79	95
P1	338_PA0898_Ctrl_56	287
P1	339_PA0906_Ctrl_42	712
P1	33_PA5458_Ctrl_50	167
P1	340_PA3876_Ctrl_156	177
P1	341_PA4893_Ctrl_40	83
P1	342_PA1264_Ctrl_9	524
P1	343_PA3097_Ctrl_169	1196
P1	344_PA5542_Ctrl_69	1143
P1	345_PA4183_Ctrl_87	1054
P1	346_PA4092_Ctrl_32	126
P1	347_PA4209_Ctrl_91	2
P1	348_PA5250_Ctrl_40	167
P1	349_PA1070_Ctrl_162	291
P1	34_PA1454_Ctrl_110	158
P1	350_PA2362_Ctrl_75	553
