P1	351_PA2100_Ctrl_27	35
P1	352_PA1418_Ctrl_73	152
P1	353_PA2864_Ctrl_129	2
P1	354_PA4646_Ctrl_51	181
P1	355_PA5346_Ctrl_17	4
P1	356_PA1534_Ctrl_15	1137
P1	357_PA0851_Ctrl_5	87
P1	358_PA4170_Ctrl_31	84
P1	359_PA5104_Ctrl_103	9
P1	35_PA2842_Ctrl_159	414
P1	360_PA2720_Ctrl_15	276
P1	361_PA5239_Ctrl_67	1071
P1	362_PA1211_Ctrl_101	1154
P1	363_PA5538_Ctrl_85	199
P1	364_PA0666_Ctrl_58	464
P1	365_PA0657_Ctrl_30	720
P1	366_PA2400_Ctrl_13	160
P1	367_PA2038_Ctrl_120	98
P1	368_PA3522_Ctrl_98	43
P1	36_PA3984_Ctrl_77	1830
P1	370_PA0742_Ctrl_90	125
P1	371_PA3116_Ctrl_6	552
P1	372_PA3665_Ctrl_96	438
P1	373_PA1214_Ctrl_13	131
P1	374_PA3345_Ctrl_6	29
P1	375_PA5439_Ctrl_105	59
P1	376_PA2354_Ctrl_66	281
P1	377_PA0554_Ctrl_59	229
P1	378_PA0815_Ctrl_105	486
P1	379_PA3633_Ctrl_72	240
P1	37_PA1538_Ctrl_11	547
P1	380_PA3089_Ctrl_62	23
P1	381_PA2745_Ctrl_109	208
P1	382_PA4134_Ctrl_50	1971
P1	383_PA3458_Ctrl_106	217
P1	384_PA3755_Ctrl_39	404
P1	385_PA4845_Ctrl_72	133
P1	386_PA0482_Ctrl_123	491
P1	387_PA4083_Ctrl_84	393
P1	388_PA2460_Ctrl_247	274
P1	389_PA0223_Ctrl_6	315
P1	38_PA3575_Ctrl_2	147
P1	390_PA1696_Ctrl_90	531
P1	391_PA3204_Ctrl_33	279
P1	392_PA3464_Ctrl_73	269
P1	393_PA3538_Ctrl_27	307
P1	394_PA3764_Ctrl_35	426
P1	395_PA2201_Ctrl_2	310
P1	396_PA3074_Ctrl_23	720
P1	397_PA0605_Ctrl_105	423
P1	398_PA1565_Ctrl_16	497
P1	399_PA2868_Ctrl_103	516
P1	400_PA1151_Ctrl_144	340
P1	401_PA2745_Ctrl_18	1179
P1	402_PA3406_Ctrl_10	572
P1	403_PA0316_Ctrl_61	642
P1	404_PA0328_Ctrl_11	999
P1	405_PA0041_Ctrl_1386	725
P1	406_PA4955_Ctrl_49	145
P1	407_PA2002_Ctrl_38	627
P1	408_PA5489_Ctrl_10	154
P1	409_PA0363_Ctrl_108	234
P1	40_PA2179_Ctrl_25	550
P1	410_PA0001_Ctrl_2	482
P1	411_PA1504_Ctrl_102	282
P1	413_PA3824_Ctrl_32	420
P1	414_PA4566_Ctrl_28	86
P1	415_PA4967_Ctrl_105	123
P1	416_PA2308_Ctrl_9	307
P1	417_PA0566_Ctrl_54	9
P1	418_PA2824_Ctrl_41	150
P1	419_PA0180_Ctrl_33	97
P1	41_PA0363_Ctrl_7	237
P1	420_PA2850_Ctrl_109	442
P1	421_PA2732_Ctrl_107	545
P1	422_PA1541_Ctrl_124	130
P1	423_PA3344_Ctrl_139	523
P1	424_PA1570_Ctrl_92	763
P1	425_PA5175_Ctrl_102	9
P1	426_PA1865_Ctrl_18	1771
P1	427_PA3876_Ctrl_108	368
P1	428_PA4003_Ctrl_5	162
P1	429_PA3565_Ctrl_63	338
P1	42_PA2792_Ctrl_84	308
P1	430_PA2322_Ctrl_63	450
P1	431_PA0564_Ctrl_95	561
P1	432_PA0068_Ctrl_134	329
P1	433_PA2101_Ctrl_83	1285
P1	434_PA1235_Ctrl_47	1021
P1	435_PA0907_Ctrl_57	822
P1	436_PA4128_Ctrl_85	352
P1	437_PA0623_Ctrl_10	6
P1	438_PA1811_Ctrl_31	4339
P1	439_PA0203_Ctrl_66	127
P1	440_PA0119_Ctrl_38	209
P1	441_PA2114_Ctrl_84	886
P1	442_PA1998_Ctrl_33	258
P1	443_PA1259_Ctrl_16	391
P1	444_PA0484_Ctrl_77	319
P1	445_PA1093_Ctrl_26	248
P1	446_PA4401_Ctrl_6	273
P1	447_PA4910_Ctrl_76	163
P1	448_PA4552_Ctrl_2	323
P1	449_PA5287_Ctrl_102	329
P1	44_PA3534_Ctrl_45	626
P1	450_PA1327_Ctrl_127	777
P1	451_PA0258_Ctrl_73	426
P1	453_PA5258_Ctrl_20	9
P1	454_PA3119_Ctrl_25	383
P1	455_PA0796_Ctrl_81	12
P1	456_PA3983_Ctrl_38	572
P1	457_PA4430_Ctrl_83	167
P1	458_PA1952_Ctrl_43	348
P1	459_PA5181.1_Ctrl_149	313
P1	45_PA1786_Ctrl_93	264
P1	460_PA4746_Ctrl_162	736
P1	461_PA5430_Ctrl_112	787
P1	462_PA2404_Ctrl_69	206
P1	463_PA4526_Ctrl_30	313
P1	464_PA2637_Ctrl_72	1753
P1	465_PA5158_Ctrl_31	335
P1	466_PA0964_Ctrl_101	1
P1	467_PA3026_Ctrl_60	571
P1	468_PA4922_Ctrl_82	751
P1	469_PA3102_Ctrl_6	1209
P1	46_PA1453_Ctrl_73	66
P1	470_PA0984_Ctrl_77	175
P1	471_PA1153_Ctrl_12	213
P1	472_PA5433_Ctrl_52	687
P1	473_PA3350_Ctrl_86	160
P1	474_PA5286_Ctrl_38	342
P1	475_PA0402_Ctrl_103	351
P1	476_PA3482_Ctrl_66	1147
P1	477_PA5469_Ctrl_254	771
P1	478_PA4816_Ctrl_101	3150
P1	479_PA1360_Ctrl_51	632
P1	47_PA2159_Ctrl_46	268
P1	480_PA5381_Ctrl_30	73
P1	481_PA4153_Ctrl_41	200
P1	482_PA1461_Ctrl_62	89
P1	483_PA5182_Ctrl_14	120
P1	484_PA2873_Ctrl_14	562
P1	485_PA1013_Ctrl_27	41
P1	486_PA3289_Ctrl_74	214
P1	487_PA2393_Ctrl_75	2615
P1	488_PA2302_Ctrl_67	213
P1	489_PA3766_Ctrl_82	945
P1	490_PA0179_Ctrl_63	518
P1	491_PA5089_Ctrl_104	820
P1	492_PA1318_Ctrl_110	329
P1	493_PA1565_Ctrl_16	18
P1	494_PA0607_Ctrl_83	115
P1	495_PA4890_Ctrl_99	185
P1	496_PA4165_Ctrl_85	289
P1	497_PA2176_Ctrl_18	142
P1	498_PA1972_Ctrl_59	538
P1	499_PA2807_Ctrl_112	462
P1	49_PA4624_Ctrl_8	682
P1	4_PA4305_Ctrl_67	89
P1	500_PA4758.1_Ctrl_47	977
P1	501_PA2254_Ctrl_87	234
P1	502_PA1603_Ctrl_55	309
P1	503_PA3164_Ctrl_49	1153
P1	504_PA4217_Ctrl_38	157
P1	505_PA2527_Ctrl_7	378
P1	506_PA0551_Ctrl_1	855
P1	507_PA4126_Ctrl_14	224
P1	508_PA2700_Ctrl_30	382
P1	509_PA4351_Ctrl_104	232
P1	50_PA4793_Ctrl_2	314
P1	510_PA3084_Ctrl_13	561
P1	511_PA4221_Ctrl_204	361
P1	512_PA4543_Ctrl_18	11
P1	513_PA0352_Ctrl_58	145
P1	514_PA4840_Ctrl_21	347
P1	515_PA0753_Ctrl_88	565
P1	516_PA3727_Ctrl_40	782
P1	517_PA3849_Ctrl_56	579
P1	518_PA0723_Ctrl_29	525
P1	519_PA0634_Ctrl_71	99
P1	51_PA2570.1_Ctrl_3	360
P1	520_PA4673.1_Ctrl_66	164
P1	521_PA0812_Ctrl_75	871
P1	522_PA5365_Ctrl_24	386
P1	523_PA5256_Ctrl_57	949
P1	524_PA3105_Ctrl_62	34
P1	525_PA4407_Ctrl_129	998
P1	526_PA3480_Ctrl_100	1514
P1	527_PA4011_Ctrl_26	373
P1	528_PA1191_Ctrl_68	113
P1	529_PA0591_Ctrl_87	490
P1	52_PA2082_Ctrl_92	110
P1	530_PA2195_Ctrl_98	755
P1	531_PA0658_Ctrl_5	358
P1	532_PA0060_Ctrl_59	1101
P1	533_PA2862_Ctrl_98	546
P1	534_PA0082_Ctrl_104	202
P1	535_PA3712_Ctrl_135	193
P1	536_PA4313_Ctrl_44	177
P1	537_PA0564_Ctrl_64	92
P1	538_PA3557_Ctrl_29	311
P1	539_PA4678_Ctrl_18	77
P1	53_PA2129_Ctrl_118	301
P1	540_PA2865_Ctrl_76	196
P1	541_PA5447_Ctrl_27	46
P1	542_PA5344_Ctrl_60	903
P1	543_PA3808_Ctrl_59	564
P1	544_PA4703_Ctrl_65	466
P1	545_PA1375_Ctrl_79	290
P1	546_PA3661_Ctrl_89	208
P1	547_PA2107_Ctrl_6	365
P1	548_PA3353_Ctrl_49	736
P1	549_PA5477_Ctrl_1	67
P1	54_PA4374_Ctrl_87	620
P1	550_PA4271_Ctrl_33	68
P1	551_PA2502_Ctrl_72	174
P1	552_PA0568_Ctrl_96	47
P1	553_PA4082_Ctrl_36	348
P1	554_PA0626_Ctrl_53	194
P1	555_PA0879_Ctrl_62	1
P1	556_PA0050_Ctrl_138	506
P1	557_PA4522_Ctrl_106	512
P1	558_PA2451_Ctrl_9	737
P1	559_PA1833a_Ctrl_7	82
P1	55_PA1221_Ctrl_42	782
P1	560_PA4044_Ctrl_7	327
P1	561_PA2758_Ctrl_2	252
P1	562_PA3579_Ctrl_67	147
P1	563_PA5183a_Ctrl_68	124
P1	564_PA2232_Ctrl_41	827
P1	565_PA2969_Ctrl_48	548
P1	566_PA3133.3_Ctrl_74	228
P1	567_PA4950_Ctrl_46	3
P1	568_PA0809_Ctrl_26	342
P1	569_PA2673_Ctrl_87	1541
P1	56_PA1401_Ctrl_49	1831
P1	570_PA4684_Ctrl_1	1148
P1	571_PA4851_Ctrl_23	395
P1	573_PA0235_Ctrl_48	654
P1	574_PA1923_Ctrl_41	515
P1	575_PA4607_Ctrl_72	665
P1	576_PA0324_Ctrl_48	467
P1	577_PA1588_Ctrl_95	434
P1	578_PA2688_Ctrl_22	1
P1	57_PA2564_Ctrl_112	3026
P1	580_PA2908_Ctrl_168	421
P1	581_PA0747_Ctrl_80	217
P1	582_PA2705_Ctrl_70	411
P1	584_PA3585_Ctrl_80	627
P1	585_PA3102_Ctrl_88	730
P1	587_PA5465_Ctrl_28	993
P1	588_PA0502_Ctrl_12	527
P1	589_PA4356_Ctrl_135	3
P1	58_PA2185_Ctrl_113	327
P1	590_PA0678_Ctrl_72	515
P1	591_PA1531_Ctrl_18	454
P1	592_PA0534_Ctrl_9	259
P1	593_PA5001_Ctrl_91	512
P1	594_PA4374_Ctrl_12	452
P1	595_PA0589_Ctrl_86	59
P1	596_PA5280_Ctrl_59	11
P1	597_PA0876_Ctrl_12	151
P1	598_PA4785_Ctrl_66	855
P1	599_PA3133_Ctrl_83	1950
P1	59_PA2060_Ctrl_8	1157
P1	5_PA5523_Ctrl_66	969
P1	600_PA2445_Ctrl_81	446
P1	601_PA3301_Ctrl_57	16
P1	602_PA1743_Ctrl_111	190
P1	603_PA3316_Ctrl_71	513
P1	604_PA2353_Ctrl_55	815
P1	606_PA2045_Ctrl_28	1122
P1	607_PA3807_Ctrl_42	919
P1	608_PA2571_Ctrl_50	287
P1	609_PA1760_Ctrl_53	774
P1	60_PA4881_Ctrl_113	295
P1	610_PA2053_Ctrl_95	379
P1	611_PA4541.1_Ctrl_71	127
P1	612_PA1863_Ctrl_6	139
P1	613_PA4058_Ctrl_80	146
P1	614_PA1296_Ctrl_62	199
P1	615_PA2570.1_Ctrl_2	535
P1	616_PA1828_Ctrl_6	507
P1	617_PA1592_Ctrl_114	387
P1	618_PA1024_Ctrl_84	914
P1	619_PA4125_Ctrl_87	1601
P1	61_PA3232_Ctrl_52	455
P1	620_PA3089_Ctrl_62	12
P1	621_PA4341_Ctrl_79	293
P1	622_PA2863_Ctrl_105	687
P1	623_PA1647_Ctrl_81	177
P1	624_PA1112b_Ctrl_50	321
P1	625_PA2752_Ctrl_115	608
P1	627_PA3364_Ctrl_118	78
P1	628_PA4823_Ctrl_151	195
P1	629_PA3414_Ctrl_62	189
P1	62_PA2198_Ctrl_129	252
P1	630_PA1148_Ctrl_7	57
P1	631_PA4416_Ctrl_52	5
P1	632_PA5206_Ctrl_5	114
P1	633_PA4599_Ctrl_48	764
P1	634_PA5075_Ctrl_6	435
P1	635_PA1915_Ctrl_5	186
P1	636_PA4162_Ctrl_36	368
P1	637_PA4476_Ctrl_19	296
P1	638_PA2760_Ctrl_24	275
P1	639_PA3382_Ctrl_82	110
P1	63_PA0167_Ctrl_87	24
P1	640_PA1379_Ctrl_57	173
P1	642_PA2490_Ctrl_1	475
P1	643_PA2306_Ctrl_12	129
P1	644_PA2724_Ctrl_51	133
P1	645_PA4605_Ctrl_109	147
P1	646_PA3152_Ctrl_72	264
P1	647_PA2105_Ctrl_127	1562
P1	648_PA3395_Ctrl_122	17
P1	649_PA1015_Ctrl_30	394
P1	64_PA0341_Ctrl_41	21
P1	650_PA2278_Ctrl_35	345
P1	651_PA1839_Ctrl_10	211
P1	652_PA3407_Ctrl_129	375
P1	653_PA4122_Ctrl_2	225
P1	654_PA3223_Ctrl_54	579
P1	655_PA3080_Ctrl_62	598
P1	656_PA2628_Ctrl_47	133
P1	657_PA1917_Ctrl_7	242
P1	658_PA1945_Ctrl_166	32
P1	659_PA3397_Ctrl_18	689
P1	65_PA0698_Ctrl_50	116
P1	660_PA2620_Ctrl_147	199
P1	661_PA2527_Ctrl_84	320
P1	662_PA3500_Ctrl_95	286
P1	663_PA0138_Ctrl_167	228
P1	664_PA2159_Ctrl_102	1819
P1	665_PA4361_Ctrl_181	1080
P1	666_PA5490_Ctrl_33	796
P1	667_PA0659_Ctrl_66	427
P1	668_PA2700_Ctrl_59	183
P1	66_PA0605_Ctrl_8	2753
P1	670_PA1667_Ctrl_49	431
P1	671_PA2291_Ctrl_35	1455
P1	672_PA2470_Ctrl_23	789
P1	673_PA0514_Ctrl_29	314
P1	674_PA4778_Ctrl_111	389
P1	675_PA2712_Ctrl_32	1322
P1	676_PA1124_Ctrl_38	1335
P1	677_PA4273_Ctrl_78	158
P1	678_PA2127_Ctrl_39	185
P1	679_PA5401_Ctrl_86	517
P1	67_PA2660_Ctrl_7	263
P1	680_PA4760_Ctrl_72	959
P1	681_PA4593_Ctrl_9	119
P1	682_PA1473_Ctrl_42	791
P1	683_PA0678_Ctrl_11	173
P1	684_PA5052_Ctrl_1	146
P1	685_PA3629_Ctrl_124	888
P1	686_PA5546_Ctrl_121	328
P1	687_PA3980_Ctrl_29	705
P1	688_PA0375_Ctrl_11	337
P1	689_PA4553_Ctrl_35	477
P1	68_PA4911_Ctrl_40	598
P1	690_PA1153_Ctrl_118	251
P1	691_PA5106_Ctrl_37	45
P1	692_PA0619_Ctrl_67	103
P1	693_PA3762_Ctrl_133	601
P1	694_PA4710_Ctrl_7	452
P1	695_PA2237_Ctrl_50	541
P1	696_PA3677_Ctrl_83	153
P1	697_PA3587_Ctrl_89	724
P1	698_PA1717_Ctrl_39	329
P1	699_PA3775_Ctrl_111	78
P1	69_PA5153_Ctrl_95	540
P1	6_PA1911_Ctrl_29	1716
P1	700_PA3139_Ctrl_43	99
P1	701_PA0751_Ctrl_54	736
P1	702_PA3834_Ctrl_93	309
P1	703_PA0452_Ctrl_17	172
P1	704_PA3513_Ctrl_6	633
P1	705_PA1480_Ctrl_69	140
P1	706_PA5068_Ctrl_68	572
P1	707_PA1253_Ctrl_101	243
P1	708_PA0887_Ctrl_24	346
P1	709_PA1089_Ctrl_110	908
P1	70_PA0906_Ctrl_120	114
P1	710_PA4279_Ctrl_183	1228
P1	711_PA3290_Ctrl_173	321
P1	712_PA0564_Ctrl_37	179
P1	713_PA0169_Ctrl_103	1479
P1	714_PA4057_Ctrl_79	1433
P1	715_PA3194_Ctrl_27	119
P1	716_PA0329_Ctrl_63	1718
P1	717_PA0779_Ctrl_93	215
P1	718_PA1804_Ctrl_35	68
P1	719_PA0562_Ctrl_69	426
P1	71_PA5446_Ctrl_102	1118
P1	720_PA5215_Ctrl_112	163
P1	721_PA0178_Ctrl_94	630
P1	722_PA1837_Ctrl_82	527
P1	723_PA2240_Ctrl_102	261
P1	724_PA5363_Ctrl_102	24
P1	725_PA4002_Ctrl_183	1324
P1	726_PA4187_Ctrl_86	706
P1	727_PA1116_Ctrl_165	208
P1	728_PA0153_Ctrl_36	220
P1	729_PA0898_Ctrl_56	377
P1	72_PA1068_Ctrl_46	506
P1	730_PA1019a_Ctrl_2	676
P1	731_PA0184_Ctrl_196	499
P1	732_PA2174_Ctrl_38	314
P1	733_PA1388_Ctrl_138	133
P1	734_PA2655_Ctrl_107	12
P1	735_PA5311_Ctrl_135	425
P1	736_PA0406_Ctrl_19	11
P1	737_PA3519_Ctrl_14	351
P1	738_PA5160.1_Ctrl_6	841
P1	739_PA4525_Ctrl_228	194
P1	73_PA2502_Ctrl_72	458
P1	740_PA2460_Ctrl_33	1057
P1	741_PA2090_Ctrl_35	454
P1	742_PA5348_Ctrl_11	652
