promoter	guide	count	condition
P1	465_PA5158_Ctrl_31	2596	Mouse_P1_001
P1	467_PA3026_Ctrl_60	4526	Mouse_P1_001
P1	468_PA4922_Ctrl_82	9074	Mouse_P1_001
P1	469_PA3102_Ctrl_6	12394	Mouse_P1_001
P1	470_PA0984_Ctrl_77	1811	Mouse_P1_001
P1	471_PA1153_Ctrl_12	2139	Mouse_P1_001
P1	472_PA5433_Ctrl_52	12182	Mouse_P1_001
P1	473_PA3350_Ctrl_86	3847	Mouse_P1_001
P1	474_PA5286_Ctrl_38	2574	Mouse_P1_001
P1	475_PA0402_Ctrl_103	1271	Mouse_P1_001
P1	476_PA3482_Ctrl_66	8579	Mouse_P1_001
P1	477_PA5469_Ctrl_254	5613	Mouse_P1_001
P1	478_PA4816_Ctrl_101	22139	Mouse_P1_001
P1	479_PA1360_Ctrl_51	5548	Mouse_P1_001
P1	480_PA5381_Ctrl_30	1019	Mouse_P1_001
P1	481_PA4153_Ctrl_41	1732	Mouse_P1_001
P1	482_PA1461_Ctrl_62	1636	Mouse_P1_001
P1	483_PA5182_Ctrl_14	2830	Mouse_P1_001
P1	484_PA2873_Ctrl_14	6904	Mouse_P1_001
P1	485_PA1013_Ctrl_27	2887	Mouse_P1_001
P1	486_PA3289_Ctrl_74	1040	Mouse_P1_001
P1	487_PA2393_Ctrl_75	19982	Mouse_P1_001
P1	488_PA2302_Ctrl_67	1666	Mouse_P1_001
P1	489_PA3766_Ctrl_82	8395	Mouse_P1_001
P1	490_PA0179_Ctrl_63	6562	Mouse_P1_001
P1	491_PA5089_Ctrl_104	5975	Mouse_P1_001
P1	492_PA1318_Ctrl_110	1347	Mouse_P1_001
P1	493_PA1565_Ctrl_16	1224	Mouse_P1_001
P1	494_PA0607_Ctrl_83	1379	Mouse_P1_001
P1	495_PA4890_Ctrl_99	3728	Mouse_P1_001
P1	496_PA4165_Ctrl_85	706	Mouse_P1_001
P1	497_PA2176_Ctrl_18	1839	Mouse_P1_001
P1	498_PA1972_Ctrl_59	5217	Mouse_P1_001
P1	499_PA2807_Ctrl_112	3880	Mouse_P1_001
P1	500_PA4758.1_Ctrl_47	7752	Mouse_P1_001
P1	501_PA2254_Ctrl_87	2142	Mouse_P1_001
P1	502_PA1603_Ctrl_55	509	Mouse_P1_001
P1	503_PA3164_Ctrl_49	9734	Mouse_P1_001
P1	504_PA4217_Ctrl_38	1498	Mouse_P1_001
P1	505_PA2527_Ctrl_7	2616	Mouse_P1_001
P1	506_PA0551_Ctrl_1	3070	Mouse_P1_001
P1	507_PA4126_Ctrl_14	2114	Mouse_P1_001
P1	508_PA2700_Ctrl_30	3216	Mouse_P1_001
P1	509_PA4351_Ctrl_104	2770	Mouse_P1_001
P1	510_PA3084_Ctrl_13	8731	Mouse_P1_001
P1	511_PA4221_Ctrl_204	1559	Mouse_P1_001
P1	512_PA4543_Ctrl_18	181	Mouse_P1_001
P1	513_PA0352_Ctrl_58	2486	Mouse_P1_001
P1	514_PA4840_Ctrl_21	1690	Mouse_P1_001
P1	515_PA0753_Ctrl_88	3523	Mouse_P1_001
P1	516_PA3727_Ctrl_40	7483	Mouse_P1_001
P1	517_PA3849_Ctrl_56	3992	Mouse_P1_001
P1	518_PA0723_Ctrl_29	3404	Mouse_P1_001
P1	519_PA0634_Ctrl_71	777	Mouse_P1_001
P1	520_PA4673.1_Ctrl_66	688	Mouse_P1_001
P1	521_PA0812_Ctrl_75	6317	Mouse_P1_001
P1	522_PA5365_Ctrl_24	2442	Mouse_P1_001
P1	523_PA5256_Ctrl_57	8667	Mouse_P1_001
P1	524_PA3105_Ctrl_62	971	Mouse_P1_001
P1	525_PA4407_Ctrl_129	10645	Mouse_P1_001
P1	526_PA3480_Ctrl_100	14576	Mouse_P1_001
P1	527_PA4011_Ctrl_26	3510	Mouse_P1_001
P1	528_PA1191_Ctrl_68	1177	Mouse_P1_001
P1	529_PA0591_Ctrl_87	3976	Mouse_P1_001
P1	530_PA2195_Ctrl_98	7450	Mouse_P1_001
P1	531_PA0658_Ctrl_5	3080	Mouse_P1_001
P1	532_PA0060_Ctrl_59	8263	Mouse_P1_001
P1	533_PA2862_Ctrl_98	9682	Mouse_P1_001
P1	534_PA0082_Ctrl_104	1408	Mouse_P1_001
P1	535_PA3712_Ctrl_135	2061	Mouse_P1_001
P1	536_PA4313_Ctrl_44	1487	Mouse_P1_001
P1	537_PA0564_Ctrl_64	1841	Mouse_P1_001
P1	538_PA3557_Ctrl_29	3261	Mouse_P1_001
P1	539_PA4678_Ctrl_18	942	Mouse_P1_001
P1	540_PA2865_Ctrl_76	2720	Mouse_P1_001
P1	541_PA5447_Ctrl_27	330	Mouse_P1_001
P1	542_PA5344_Ctrl_60	6060	Mouse_P1_001
P1	543_PA3808_Ctrl_59	4457	Mouse_P1_001
P1	544_PA4703_Ctrl_65	4454	Mouse_P1_001
P1	545_PA1375_Ctrl_79	3110	Mouse_P1_001
P1	546_PA3661_Ctrl_89	171	Mouse_P1_001
P1	547_PA2107_Ctrl_6	3406	Mouse_P1_001
P1	548_PA3353_Ctrl_49	3356	Mouse_P1_001
P1	549_PA5477_Ctrl_1	379	Mouse_P1_001
P1	550_PA4271_Ctrl_33	3126	Mouse_P1_001
P1	551_PA2502_Ctrl_72	2112	Mouse_P1_001
P1	552_PA0568_Ctrl_96	644	Mouse_P1_001
P1	553_PA4082_Ctrl_36	4868	Mouse_P1_001
P1	554_PA0626_Ctrl_53	1260	Mouse_P1_001
P1	556_PA0050_Ctrl_138	6699	Mouse_P1_001
P1	557_PA4522_Ctrl_106	5319	Mouse_P1_001
P1	558_PA2451_Ctrl_9	3473	Mouse_P1_001
P1	559_PA1833a_Ctrl_7	1608	Mouse_P1_001
P1	560_PA4044_Ctrl_7	4127	Mouse_P1_001
P1	561_PA2758_Ctrl_2	3006	Mouse_P1_001
P1	562_PA3579_Ctrl_67	1390	Mouse_P1_001
P1	563_PA5183a_Ctrl_68	1969	Mouse_P1_001
P1	564_PA2232_Ctrl_41	3731	Mouse_P1_001
P1	565_PA2969_Ctrl_48	3846	Mouse_P1_001
P1	566_PA3133.3_Ctrl_74	4057	Mouse_P1_001
P1	567_PA4950_Ctrl_46	76	Mouse_P1_001
P1	568_PA0809_Ctrl_26	1294	Mouse_P1_001
P1	569_PA2673_Ctrl_87	8468	Mouse_P1_001
P1	570_PA4684_Ctrl_1	3995	Mouse_P1_001
P1	571_PA4851_Ctrl_23	3635	Mouse_P1_001
P1	572_PA4052_Ctrl_114	1	Mouse_P1_001
P1	573_PA0235_Ctrl_48	4936	Mouse_P1_001
P1	574_PA1923_Ctrl_41	9424	Mouse_P1_001
P1	575_PA4607_Ctrl_72	5764	Mouse_P1_001
P1	576_PA0324_Ctrl_48	4026	Mouse_P1_001
P1	577_PA1588_Ctrl_95	1981	Mouse_P1_001
P1	580_PA2908_Ctrl_168	4129	Mouse_P1_001
P1	581_PA0747_Ctrl_80	3667	Mouse_P1_001
P1	582_PA2705_Ctrl_70	2740	Mouse_P1_001
P1	584_PA3585_Ctrl_80	4288	Mouse_P1_001
P1	585_PA3102_Ctrl_88	1656	Mouse_P1_001
P1	586_PA2391_Ctrl_122	24	Mouse_P1_001
P1	587_PA5465_Ctrl_28	6189	Mouse_P1_001
P1	588_PA0502_Ctrl_12	4634	Mouse_P1_001
P1	589_PA4356_Ctrl_135	390	Mouse_P1_001
P1	590_PA0678_Ctrl_72	3130	Mouse_P1_001
P1	591_PA1531_Ctrl_18	3194	Mouse_P1_001
P1	592_PA0534_Ctrl_9	1946	Mouse_P1_001
P1	593_PA5001_Ctrl_91	5953	Mouse_P1_001
P1	594_PA4374_Ctrl_12	6821	Mouse_P1_001
P1	595_PA0589_Ctrl_86	2649	Mouse_P1_001
P1	596_PA5280_Ctrl_59	70	Mouse_P1_001
P1	597_PA0876_Ctrl_12	2040	Mouse_P1_001
P1	598_PA4785_Ctrl_66	7581	Mouse_P1_001
P1	599_PA3133_Ctrl_83	17535	Mouse_P1_001
P1	600_PA2445_Ctrl_81	7216	Mouse_P1_001
P1	601_PA3301_Ctrl_57	701	Mouse_P1_001
P1	602_PA1743_Ctrl_111	1322	Mouse_P1_001
P1	603_PA3316_Ctrl_71	8933	Mouse_P1_001
P1	604_PA2353_Ctrl_55	8039	Mouse_P1_001
P1	605_PA0542_Ctrl_51	4	Mouse_P1_001
P1	606_PA2045_Ctrl_28	7801	Mouse_P1_001
P1	607_PA3807_Ctrl_42	8847	Mouse_P1_001
P1	608_PA2571_Ctrl_50	2919	Mouse_P1_001
P1	609_PA1760_Ctrl_53	2247	Mouse_P1_001
P1	610_PA2053_Ctrl_95	3841	Mouse_P1_001
P1	611_PA4541.1_Ctrl_71	421	Mouse_P1_001
P1	612_PA1863_Ctrl_6	598	Mouse_P1_001
P1	613_PA4058_Ctrl_80	1070	Mouse_P1_001
P1	614_PA1296_Ctrl_62	2967	Mouse_P1_001
P1	615_PA2570.1_Ctrl_2	2762	Mouse_P1_001
P1	616_PA1828_Ctrl_6	6806	Mouse_P1_001
P1	617_PA1592_Ctrl_114	5852	Mouse_P1_001
P1	618_PA1024_Ctrl_84	6813	Mouse_P1_001
P1	619_PA4125_Ctrl_87	13347	Mouse_P1_001
P1	620_PA3089_Ctrl_62	165	Mouse_P1_001
P1	621_PA4341_Ctrl_79	5835	Mouse_P1_001
P1	622_PA2863_Ctrl_105	2872	Mouse_P1_001
P1	623_PA1647_Ctrl_81	747	Mouse_P1_001
P1	624_PA1112b_Ctrl_50	660	Mouse_P1_001
P1	625_PA2752_Ctrl_115	6126	Mouse_P1_001
P1	627_PA3364_Ctrl_118	791	Mouse_P1_001
P1	628_PA4823_Ctrl_151	2702	Mouse_P1_001
P1	629_PA3414_Ctrl_62	3173	Mouse_P1_001
P1	630_PA1148_Ctrl_7	100	Mouse_P1_001
P1	631_PA4416_Ctrl_52	164	Mouse_P1_001
P1	632_PA5206_Ctrl_5	804	Mouse_P1_001
P1	633_PA4599_Ctrl_48	6085	Mouse_P1_001
P1	634_PA5075_Ctrl_6	4473	Mouse_P1_001
P1	635_PA1915_Ctrl_5	2565	Mouse_P1_001
P1	636_PA4162_Ctrl_36	3598	Mouse_P1_001
P1	637_PA4476_Ctrl_19	3043	Mouse_P1_001
P1	638_PA2760_Ctrl_24	2456	Mouse_P1_001
P1	639_PA3382_Ctrl_82	1089	Mouse_P1_001
P1	640_PA1379_Ctrl_57	2542	Mouse_P1_001
P1	642_PA2490_Ctrl_1	3380	Mouse_P1_001
P1	643_PA2306_Ctrl_12	2141	Mouse_P1_001
P1	644_PA2724_Ctrl_51	1611	Mouse_P1_001
P1	645_PA4605_Ctrl_109	1494	Mouse_P1_001
P1	646_PA3152_Ctrl_72	2283	Mouse_P1_001
P1	647_PA2105_Ctrl_127	11044	Mouse_P1_001
P1	648_PA3395_Ctrl_122	603	Mouse_P1_001
P1	649_PA1015_Ctrl_30	2794	Mouse_P1_001
P1	650_PA2278_Ctrl_35	5855	Mouse_P1_001
P1	651_PA1839_Ctrl_10	1137	Mouse_P1_001
P1	652_PA3407_Ctrl_129	3371	Mouse_P1_001
P1	653_PA4122_Ctrl_2	3571	Mouse_P1_001
P1	654_PA3223_Ctrl_54	5647	Mouse_P1_001
P1	655_PA3080_Ctrl_62	7318	Mouse_P1_001
P1	656_PA2628_Ctrl_47	2654	Mouse_P1_001
P1	657_PA1917_Ctrl_7	2720	Mouse_P1_001
P1	658_PA1945_Ctrl_166	200	Mouse_P1_001
P1	659_PA3397_Ctrl_18	8274	Mouse_P1_001
P1	660_PA2620_Ctrl_147	1727	Mouse_P1_001
P1	661_PA2527_Ctrl_84	3368	Mouse_P1_001
P1	662_PA3500_Ctrl_95	1956	Mouse_P1_001
P1	663_PA0138_Ctrl_167	1513	Mouse_P1_001
P1	664_PA2159_Ctrl_102	13051	Mouse_P1_001
P1	665_PA4361_Ctrl_181	18139	Mouse_P1_001
P1	666_PA5490_Ctrl_33	5315	Mouse_P1_001
P1	667_PA0659_Ctrl_66	3646	Mouse_P1_001
P1	668_PA2700_Ctrl_59	1178	Mouse_P1_001
P1	670_PA1667_Ctrl_49	7679	Mouse_P1_001
P1	671_PA2291_Ctrl_35	8286	Mouse_P1_001
P1	672_PA2470_Ctrl_23	8252	Mouse_P1_001
P1	673_PA0514_Ctrl_29	1585	Mouse_P1_001
P1	674_PA4778_Ctrl_111	6107	Mouse_P1_001
P1	675_PA2712_Ctrl_32	9561	Mouse_P1_001
P1	676_PA1124_Ctrl_38	12635	Mouse_P1_001
P1	677_PA4273_Ctrl_78	2095	Mouse_P1_001
P1	678_PA2127_Ctrl_39	2350	Mouse_P1_001
P1	679_PA5401_Ctrl_86	3408	Mouse_P1_001
P1	680_PA4760_Ctrl_72	7443	Mouse_P1_001
P1	681_PA4593_Ctrl_9	1875	Mouse_P1_001
P1	682_PA1473_Ctrl_42	9784	Mouse_P1_001
P1	683_PA0678_Ctrl_11	601	Mouse_P1_001
P1	684_PA5052_Ctrl_1	1430	Mouse_P1_001
P1	685_PA3629_Ctrl_124	3980	Mouse_P1_001
P1	686_PA5546_Ctrl_121	2872	Mouse_P1_001
P1	687_PA3980_Ctrl_29	6056	Mouse_P1_001
P1	688_PA0375_Ctrl_11	2794	Mouse_P1_001
P1	689_PA4553_Ctrl_35	1173	Mouse_P1_001
P1	690_PA1153_Ctrl_118	3550	Mouse_P1_001
P1	691_PA5106_Ctrl_37	549	Mouse_P1_001
P1	692_PA0619_Ctrl_67	486	Mouse_P1_001
P1	693_PA3762_Ctrl_133	222	Mouse_P1_001
P1	694_PA4710_Ctrl_7	4394	Mouse_P1_001
P1	695_PA2237_Ctrl_50	6441	Mouse_P1_001
P1	696_PA3677_Ctrl_83	640	Mouse_P1_001
P1	697_PA3587_Ctrl_89	4833	Mouse_P1_001
P1	698_PA1717_Ctrl_39	3372	Mouse_P1_001
P1	699_PA3775_Ctrl_111	654	Mouse_P1_001
P1	700_PA3139_Ctrl_43	4242	Mouse_P1_001
P1	701_PA0751_Ctrl_54	5359	Mouse_P1_001
P1	702_PA3834_Ctrl_93	2530	Mouse_P1_001
P1	703_PA0452_Ctrl_17	4034	Mouse_P1_001
P1	704_PA3513_Ctrl_6	10905	Mouse_P1_001
P1	705_PA1480_Ctrl_69	2498	Mouse_P1_001
P1	706_PA5068_Ctrl_68	2102	Mouse_P1_001
P1	707_PA1253_Ctrl_101	3963	Mouse_P1_001
P1	708_PA0887_Ctrl_24	3500	Mouse_P1_001
P1	709_PA1089_Ctrl_110	7581	Mouse_P1_001
P1	710_PA4279_Ctrl_183	4768	Mouse_P1_001
P1	711_PA3290_Ctrl_173	5201	Mouse_P1_001
P1	712_PA0564_Ctrl_37	2390	Mouse_P1_001
P1	713_PA0169_Ctrl_103	12450	Mouse_P1_001
P1	714_PA4057_Ctrl_79	10487	Mouse_P1_001
P1	715_PA3194_Ctrl_27	287	Mouse_P1_001
P1	716_PA0329_Ctrl_63	8762	Mouse_P1_001
P1	717_PA0779_Ctrl_93	598	Mouse_P1_001
P1	718_PA1804_Ctrl_35	1723	Mouse_P1_001
P1	719_PA0562_Ctrl_69	2114	Mouse_P1_001
P1	720_PA5215_Ctrl_112	2099	Mouse_P1_001
P1	721_PA0178_Ctrl_94	5225	Mouse_P1_001
P1	722_PA1837_Ctrl_82	4208	Mouse_P1_001
P1	723_PA2240_Ctrl_102	1241	Mouse_P1_001
P1	724_PA5363_Ctrl_102	272	Mouse_P1_001
P1	725_PA4002_Ctrl_183	9684	Mouse_P1_001
P1	726_PA4187_Ctrl_86	4406	Mouse_P1_001
P1	727_PA1116_Ctrl_165	1451	Mouse_P1_001
P1	728_PA0153_Ctrl_36	3125	Mouse_P1_001
P1	729_PA0898_Ctrl_56	6751	Mouse_P1_001
P1	730_PA1019a_Ctrl_2	5494	Mouse_P1_001
P1	731_PA0184_Ctrl_196	7046	Mouse_P1_001
P1	732_PA2174_Ctrl_38	6394	Mouse_P1_001
P1	733_PA1388_Ctrl_138	1400	Mouse_P1_001
P1	734_PA2655_Ctrl_107	113	Mouse_P1_001
P1	735_PA5311_Ctrl_135	3274	Mouse_P1_001
P1	736_PA0406_Ctrl_19	630	Mouse_P1_001
P1	737_PA3519_Ctrl_14	3439	Mouse_P1_001
P1	738_PA5160.1_Ctrl_6	10416	Mouse_P1_001
P1	739_PA4525_Ctrl_228	7911	Mouse_P1_001
P1	740_PA2460_Ctrl_33	12668	Mouse_P1_001
P1	741_PA2090_Ctrl_35	2351	Mouse_P1_001
P1	742_PA5348_Ctrl_11	5634	Mouse_P1_001
P1	743_PA4378_Ctrl_8	5392	Mouse_P1_001
P1	744_PA0525_Ctrl_41	1665	Mouse_P1_001
P1	745_PA1300_Ctrl_72	33	Mouse_P1_001
P1	746_PA0905.2_Ctrl_65	558	Mouse_P1_001
P1	747_PA5009_Ctrl_91	34183	Mouse_P1_001
P1	748_PA0683_Ctrl_103	3076	Mouse_P1_001
P1	749_PA3697_Ctrl_31	5117	Mouse_P1_001
P1	750_PA3279_Ctrl_102	2146	Mouse_P1_001
P1	751_PA4499_Ctrl_50	2101	Mouse_P1_001
P1	752_PA5362_Ctrl_75	1908	Mouse_P1_001
P1	753_PA4431_Ctrl_51	5430	Mouse_P1_001
P1	754_PA4614_Ctrl_1	5465	Mouse_P1_001
P1	755_PA0516_Ctrl_55	576	Mouse_P1_001
P1	756_PA1609_Ctrl_21	5687	Mouse_P1_001
P1	757_PA2652_Ctrl_50	4712	Mouse_P1_001
P1	758_PA0685_Ctrl_43	2762	Mouse_P1_001
P1	759_PA0296_Ctrl_681	2908	Mouse_P1_001
P1	760_PA3250_Ctrl_139	12179	Mouse_P1_001
P1	761_PA2596_Ctrl_31	421	Mouse_P1_001
P1	762_PA2116_Ctrl_87	3985	Mouse_P1_001
P1	763_PA0528_Ctrl_63	1427	Mouse_P1_001
P1	764_PA4405_Ctrl_131	2471	Mouse_P1_001
P1	765_PA1964_Ctrl_127	2187	Mouse_P1_001
P1	766_PA1331_Ctrl_46	881	Mouse_P1_001
P1	767_PA3340_Ctrl_91	2135	Mouse_P1_001
P1	768_PA0474_Ctrl_27	436	Mouse_P1_001
P1	769_PA2609_Ctrl_19	1238	Mouse_P1_001
P1	770_PA3336_Ctrl_7	4678	Mouse_P1_001
P1	771_PA0004_Ctrl_120	9578	Mouse_P1_001
P1	772_PA3341_Ctrl_76	43	Mouse_P1_001
P1	773_PA0843_Ctrl_54	1855	Mouse_P1_001
P1	774_PA4865_Ctrl_164	463	Mouse_P1_001
P1	775_PA2909_Ctrl_67	250	Mouse_P1_001
P1	776_PA1193_Ctrl_36	3165	Mouse_P1_001
P1	777_PA4019_Ctrl_109	460	Mouse_P1_001
P1	778_PA2600_Ctrl_60	27398	Mouse_P1_001
P1	779_PA1593_Ctrl_50	2020	Mouse_P1_001
P1	780_PA3261_Ctrl_84	8815	Mouse_P1_001
P1	781_PA2027_Ctrl_64	1133	Mouse_P1_001
P1	782_PA1016_Ctrl_2	3833	Mouse_P1_001
P1	783_PA2763a_Ctrl_67	1284	Mouse_P1_001
P1	784_PA4678_Ctrl_43	3652	Mouse_P1_001
P1	785_PA2830_Ctrl_45	3413	Mouse_P1_001
P1	786_PA4376_Ctrl_132	5352	Mouse_P1_001
P1	787_PA3021_Ctrl_91	8285	Mouse_P1_001
P1	788_PA4551_Ctrl_183	21037	Mouse_P1_001
P1	789_PA3309_Ctrl_40	6373	Mouse_P1_001
P1	790_PA3472_Ctrl_95	3915	Mouse_P1_001
P1	791_PA4607_Ctrl_72	7000	Mouse_P1_001
P1	792_PA0052_Ctrl_7	2301	Mouse_P1_001
P1	793_PA1278_Ctrl_60	527	Mouse_P1_001
P1	794_PA2684_Ctrl_10	12995	Mouse_P1_001
P1	795_PA4606_Ctrl_19	2645	Mouse_P1_001
P1	796_PA4506_Ctrl_60	3000	Mouse_P1_001
P1	797_PA3829_Ctrl_65	2200	Mouse_P1_001
P1	798_PA0073_Ctrl_162	271	Mouse_P1_001
P1	799_PA4590_Ctrl_49	18824	Mouse_P1_001
P1	800_PA4533_Ctrl_84	1072	Mouse_P1_001
P1	801_PA3495_Ctrl_54	5256	Mouse_P1_001
P1	802_PA3951_Ctrl_48	1121	Mouse_P1_001
P1	803_PA1493_Ctrl_233	8330	Mouse_P1_001
P1	804_PA2325_Ctrl_2	808	Mouse_P1_001
P1	805_PA1809_Ctrl_40	992	Mouse_P1_001
P1	806_PA4910_Ctrl_16	6742	Mouse_P1_001
P1	807_PA1320_Ctrl_135	3733	Mouse_P1_001
P1	808_PA4847_Ctrl_122	3857	Mouse_P1_001
P1	809_PA5318_Ctrl_51	2204	Mouse_P1_001
P1	810_PA5565_Ctrl_123	4871	Mouse_P1_001
P1	811_PA5491_Ctrl_67	3428	Mouse_P1_001
P1	812_PA4626_Ctrl_60	598	Mouse_P1_001
P1	813_PA0682_Ctrl_2	2565	Mouse_P1_001
P1	814_PA2130_Ctrl_8	1803	Mouse_P1_001
P1	815_PA2312a_Ctrl_134	11690	Mouse_P1_001
P1	816_PA4639_Ctrl_33	4433	Mouse_P1_001
P1	817_PA2247_Ctrl_19	9348	Mouse_P1_001
P1	818_PA0746_Ctrl_49	12131	Mouse_P1_001
P1	819_PA4470_Ctrl_78	6286	Mouse_P1_001
P1	820_PA2312_Ctrl_33	879	Mouse_P1_001
P1	821_PA2524_Ctrl_122	2898	Mouse_P1_001
P1	822_PA1462_Ctrl_114	813	Mouse_P1_001
P1	823_PA0486_Ctrl_27	10209	Mouse_P1_001
P1	824_PA0022_Ctrl_65	3512	Mouse_P1_001
P1	825_PA5443_Ctrl_35	640	Mouse_P1_001
P1	826_PA0325_Ctrl_115	10971	Mouse_P1_001
P1	827_PA4598_Ctrl_92	17138	Mouse_P1_001
P1	828_PA4063_Ctrl_9	935	Mouse_P1_001
P1	829_PA0340_Ctrl_41	3332	Mouse_P1_001
P1	830_PA2958_Ctrl_79	1570	Mouse_P1_001
P1	831_PA4789_Ctrl_1	741	Mouse_P1_001
P1	832_PA0013_Ctrl_128	1845	Mouse_P1_001
P1	833_PA0002_Ctrl_56	80	Mouse_P1_001
P1	834_PA0255_Ctrl_25	1692	Mouse_P1_001
P1	835_PA2458_Ctrl_72	94	Mouse_P1_001
P1	836_PA0290_Ctrl_80	4498	Mouse_P1_001
P1	837_PA0331_Ctrl_99	171	Mouse_P1_001
P1	838_PA4930_Ctrl_54	368	Mouse_P1_001
P1	839_PA2385_Ctrl_15	1293	Mouse_P1_001
P1	840_PA2569_Ctrl_93	9220	Mouse_P1_001
P1	841_PA4830_Ctrl_72	2380	Mouse_P1_001
P1	842_PA4077_Ctrl_12	2273	Mouse_P1_001
P1	843_PA2294_Ctrl_34	3409	Mouse_P1_001
P1	844_PA4998_Ctrl_21	4065	Mouse_P1_001
P1	845_PA4491_Ctrl_108	5342	Mouse_P1_001
P1	846_PA2567_Ctrl_105	3603	Mouse_P1_001
P1	847_PA1765_Ctrl_58	192	Mouse_P1_001
P1	848_PA2605_Ctrl_34	18	Mouse_P1_001
P1	849_PA4441_Ctrl_103	4042	Mouse_P1_001
P1	850_PA2924_Ctrl_116	527	Mouse_P1_001
P1	851_PA5482_Ctrl_100	6142	Mouse_P1_001
P1	852_PA2830_Ctrl_2	6939	Mouse_P1_001
P1	853_PA5269_Ctrl_1	30	Mouse_P1_001
P1	854_PA4359_Ctrl_17	1410	Mouse_P1_001
P1	855_PA0558_Ctrl_11	73	Mouse_P1_001
P1	856_PA1443_Ctrl_69	7098	Mouse_P1_001
P1	857_PA3108_Ctrl_66	52	Mouse_P1_001
P1	858_PA0644_Ctrl_22	9441	Mouse_P1_001
P1	859_PA0086_Ctrl_96	2720	Mouse_P1_001
P1	860_PA4596_Ctrl_134	3274	Mouse_P1_001
P1	861_PA3038_Ctrl_62	2928	Mouse_P1_001
P1	862_PA5485_Ctrl_30	766	Mouse_P1_001
P1	863_PA4662_Ctrl_18	10261	Mouse_P1_001
P1	864_PA4372_Ctrl_9	6307	Mouse_P1_001
P1	865_PA3594_Ctrl_2	5005	Mouse_P1_001
P1	866_PA4757_Ctrl_61	2224	Mouse_P1_001
P1	867_PA2829_Ctrl_2	1212	Mouse_P1_001
P1	868_PA3943_Ctrl_77	6204	Mouse_P1_001
P1	869_PA5287_Ctrl_53	451	Mouse_P1_001
P1	870_PA2866_Ctrl_2	2872	Mouse_P1_001
P1	871_PA0742_Ctrl_70	131	Mouse_P1_001
P1	873_PA3145_Ctrl_104	7086	Mouse_P1_001
P1	874_PA3260_Ctrl_53	7186	Mouse_P1_001
P1	875_PA1980_Ctrl_39	1279	Mouse_P1_001
P1	876_PA5030_Ctrl_21	7316	Mouse_P1_001
P1	877_PA0379_Ctrl_47	4821	Mouse_P1_001
P1	878_PA3671_Ctrl_85	1694	Mouse_P1_001
P1	879_PA4566_Ctrl_101	862	Mouse_P1_001
P1	880_PA2973_Ctrl_81	4856	Mouse_P1_001
P1	881_PA1286_Ctrl_1	4023	Mouse_P1_001
P1	882_PA4669_Ctrl_98	6694	Mouse_P1_001
P1	883_PA5500_Ctrl_137	1472	Mouse_P1_001
P1	884_PA5057_Ctrl_7	4628	Mouse_P1_001
P1	885_PA5035_Ctrl_70	3887	Mouse_P1_001
P1	886_PA0265_Ctrl_104	14750	Mouse_P1_001
P1	887_PA1416_Ctrl_78	3396	Mouse_P1_001
P1	888_PA2210_Ctrl_23	4973	Mouse_P1_001
P1	889_PA2820_Ctrl_75	5139	Mouse_P1_001
P1	890_PA4524.1_Ctrl_2	4553	Mouse_P1_001
P1	891_PA4406_Ctrl_18	4208	Mouse_P1_001
P1	892_PA0172_Ctrl_112	6091	Mouse_P1_001
P1	893_PA1600_Ctrl_113	760	Mouse_P1_001
P1	894_PA1230_Ctrl_7	6285	Mouse_P1_001
P1	895_PA3541_Ctrl_27	1025	Mouse_P1_001
P1	896_PA3676_Ctrl_138	3180	Mouse_P1_001
P1	897_PA2222_Ctrl_6	3537	Mouse_P1_001
P1	898_PA5122_Ctrl_2	5064	Mouse_P1_001
P1	899_PA0186_Ctrl_92	6756	Mouse_P1_001
P1	900_PA2169_Ctrl_77	1964	Mouse_P1_001
P1	901_PA3357_Ctrl_26	2960	Mouse_P1_001
P1	902_PA2589_Ctrl_96	2581	Mouse_P1_001
P1	903_PA4637_Ctrl_6	2756	Mouse_P1_001
P1	904_PA3257_Ctrl_19	6277	Mouse_P1_001
P1	905_PA2233_Ctrl_64	1268	Mouse_P1_001
P1	906_PA4047_Ctrl_57	2607	Mouse_P1_001
P1	907_PA4416_Ctrl_110	7941	Mouse_P1_001
P1	909_PA4457_Ctrl_197	1639	Mouse_P1_001
P1	910_PA1964_Ctrl_102	6585	Mouse_P1_001
P1	911_PA2742_Ctrl_33	5751	Mouse_P1_001
P1	912_PA1409_Ctrl_76	1534	Mouse_P1_001
P1	913_PA2441_Ctrl_21	6720	Mouse_P1_001
P1	914_PA0645_Ctrl_74	1497	Mouse_P1_001
P1	915_PA4275_Ctrl_122	7083	Mouse_P1_001
P1	916_PA4541_Ctrl_72	270	Mouse_P1_001
P1	917_PA2309_Ctrl_52	967	Mouse_P1_001
P1	918_PA3540_Ctrl_177	8822	Mouse_P1_001
P1	919_PA3819_Ctrl_72	9630	Mouse_P1_001
P1	920_PA3856_Ctrl_49	1612	Mouse_P1_001
P1	921_PA1489_Ctrl_132	1141	Mouse_P1_001
P1	922_PA4926_Ctrl_49	4940	Mouse_P1_001
P1	923_PA0570_Ctrl_44	1185	Mouse_P1_001
P1	924_PA4321_Ctrl_80	8881	Mouse_P1_001
P1	925_PA0794_Ctrl_16	5641	Mouse_P1_001
P1	926_PA2531_Ctrl_128	3843	Mouse_P1_001
P1	927_PA5280_Ctrl_59	3706	Mouse_P1_001
